"","full_name","description","language","created_at"
"729","jalvz/depth-cover","Fast Depth of Coverage Analyser (for BAM, BED files)","Java","2014-01-23T21:42:29Z"
"730","miike/modtrove","A fork of labtrove, the electronic notebook",NA,"2012-01-28T11:17:08Z"
"731","OpenSourceMalaria/OSM_compounds","Database of OSM compounds to date - SDF and Excel versions",NA,"2012-10-30T05:30:54Z"
"732","jim-bo/silp2","Scaffolding using Integer Linear Programming","C++","2014-02-18T04:25:57Z"
"733","jim-bo/scafathon","Genome scaffolding comparison framework","Python","2014-02-18T04:57:42Z"
"734","OpenCMISS/cellml","","C++","2011-06-22T04:49:44Z"
"735","jbloom/epitopefinder","Python package for mapping epitopes to sequences","Python","2014-01-12T06:23:13Z"
"736","LeonardV/CSI_lm","Constrained statistical inference","R","2014-02-07T13:18:24Z"
"737","veg/tn93","TN93 fast distance calculator","C++","2014-06-12T19:06:35Z"
"738","gastonstat/arcdiagram","R package arcdiagram","R","2013-01-31T17:23:55Z"
"739","hallamlab/utilities","A repository of bioinformatics utilities and scripts commonly used in the Steven J. Hallam Laboratory in the Microbiology & Immunology Department of the University of British Columbia (UBC), Vancouver, British Columbia, Canada.","Python","2013-06-22T03:49:07Z"
"740","jseoane/FSMKL","Feature Selection Multiple Kernel Learning","Matlab","2013-05-01T09:50:45Z"
"741","zachmayer/caretEnsemble","Ensemble","R","2013-03-01T21:10:22Z"
"742","mehmetgonen/kbmtl","Kernelized Bayesian Multitask Learning","R","2014-08-26T15:04:53Z"
"743","tweirick/SubClPred","Unsupervised Learning for Prediciton of Protein Class Subtypes","Python","2014-02-13T22:24:09Z"
"744","daoudclarke/pysvmlight","Python wrapper around the SVMLight support vector machine library, implemented in Cython","C","2012-12-25T17:14:37Z"
"745","mhoubraken/ISMAGS","","Java","2013-12-19T08:08:27Z"
"746","a113n/DNAcodec","Program to encode binary files to DNA sequences with embedded error correction","C","2014-05-20T09:12:24Z"
"747","biomedinfo/sugar","","Java","2014-06-24T01:15:25Z"
"748","slzhao/heatmap3","heatmap3 is an improved heatmap package. It is completely compatible with the original R function heatmap, and provides some more powerful and convenient features.","R","2013-10-08T19:42:10Z"
"749","jts/sga","de novo sequence assembler using string graphs","C++","2010-10-09T12:12:41Z"
"750","Ruleby/ruleby","the Rule Engine for Ruby","Ruby","2008-05-18T21:43:54Z"
"751","ldiao/MixMir","A mixed linear model approach to small RNA motif discovery","Python","2014-03-21T02:04:24Z"
"752","simras/cWords","Regulatory motif discovery tool.","Ruby","2011-10-12T07:03:14Z"
"753","mcieslik-mctp/epicode","Epicode discovers ""epigenetic codes"" ","Python","2013-09-13T17:24:04Z"
"754","xiangdiuxiu/NetworkDC","",NA,"2013-05-16T19:32:54Z"
"755","crukci-bioinformatics/MGA","Multi-genome alignment contaminant screen for high-throughput sequence data.","Java","2013-09-27T16:45:50Z"
"756","jfmeadow/Meadow_etal_Surfaces","Analysis of bacterial communities from university classroom surfaces. ","R","2014-01-20T18:44:55Z"
"757","hewittlab/Crossbow-GCE-Hadoop","This sample app will get up and running quickly with a Hadoop cluster on Google Compute Engine.  For more information on running Hadoop on GCE, read the papers at https://cloud.google.com/resources/.","Python","2014-05-05T03:23:32Z"
"758","gabraham/flashpca","Fast Principal Component Analysis of Large-Scale Genome-Wide Data","C++","2014-01-23T23:14:57Z"
"759","resque/resque","Resque is a Redis-backed Ruby library for creating background jobs, placing them on multiple queues, and processing them later.","Ruby","2009-08-12T00:27:35Z"
"760","aaronjfisher/visual_pvalue","",NA,"2014-02-13T06:11:08Z"
"761","mvmn/Thue-in-java","Interpreter for Thue programming language","Java","2012-08-14T21:19:09Z"
"762","shiltemann/iReport","iReport Galaxy tool","JavaScript","2014-07-28T14:03:38Z"
"763","ethering/RAT",NA,"Java","2013-11-29T15:43:52Z"
"764","jasonsahl/LS-BSR","Large scale Blast Score Ratio (BSR) analysis","Python","2013-03-28T23:28:10Z"
"765","jcolomb/CeTrAn","CeTrAn is a R script to analyse and publish (on figshare) trajectory data, principally data obtained from Buritrack a tracker designed for fruit flies running in the Buridan assay. see also buridan.sourceforge.net","R","2013-02-25T15:35:34Z"
"766","jbloom/SangerMutantLibraryAnalysis","Analyze a mutant library based on the results from Sanger sequencing some selected clones","Python","2013-08-29T00:12:48Z"
"767","jbloom/HA_numbering","converts among numbering schemes for influenza hemagglutinin","Python","2013-08-26T17:50:41Z"
"768","jbloom/reedmuenchcalculator","A python script for computing TCID50 using the Reed-Muench formula","Python","2012-07-12T18:32:30Z"
"769","fhcrc/hyperfreq","Bayesian tool for APOBEC hypermutation analysis ","Python","2012-10-13T01:00:05Z"
"770","fhcrc/betarat","Bayesian analysis of contingency tables as the ratio of two binomially distributed random variables","Python","2013-06-20T19:57:31Z"
"771","slzhao/MultiRankSeq","MultiRankSeq","R","2013-10-04T15:52:50Z"
"772","gxa/atlas","Expression Atlas","Web Ontology Language","2012-08-15T13:18:18Z"
"773","wassermanlab/BiasAway","","Python","2013-11-22T01:23:20Z"
"774","wassermanlab/TFBS_Visualization","","R","2013-11-22T06:12:37Z"
"775","hfang-bristol/dcGOR","An open-source R package for analysing domain-centric ontologies and annotations","R","2014-06-06T15:36:30Z"
"776","FedericoV/conference_pairings","Code used to implement the matchmaking procedure described in Vaggi et al, 2014.","Python","2013-12-17T15:47:24Z"
"777","ensembl-variation/VEP_plugins","Plugins for the Ensembl Variant Effect Predictor (VEP)","Perl","2011-11-21T14:28:38Z"
"778","benlansdell/retinalwaves","MATLAB code to simulate reaction-diffusion model of stage II retinal waves.","Matlab","2014-09-21T17:54:36Z"
"779","srinituraga/cnpkg","","Objective-C","2012-08-13T18:08:07Z"
"780","uygarsumbul/rgc","","Matlab","2013-12-25T04:16:58Z"
"781","neuropil/ImageBWconvert",NA,"Matlab","2014-04-26T03:42:35Z"
"782","neuropil/ROIImageAnalysis","Region of interest image analysis tool for Stratford and Thompson 2014",NA,"2014-06-22T20:49:07Z"
"783","jcrudy/py-earth","A Python implementation of Jerome Friedman's Multivariate Adaptive Regression Splines","C","2013-02-11T01:57:22Z"
"784","userbz/DeMix","DeMix workflow for peptide identification","Python","2014-05-21T00:25:01Z"
"785","23andMe/ibd","Script for computing HaploScore ","Python","2013-10-31T16:41:37Z"
"786","fishjord/avida_predation_scripts","Scripts developed for supporting predator runs in avida","Python","2013-03-08T01:48:04Z"
"787","HongjianLi/idock","idock is a multithreaded virtual screening tool for flexible ligand docking for computational drug discovery.","C++","2011-10-19T03:04:49Z"
"788","HongjianLi/istar","istar is a software-as-a-service platform for bioinformatics and chemoinformatics.","JavaScript","2012-05-24T01:23:25Z"
"789","JetBrains/MPS","JetBrains Meta programming System","Java","2011-08-15T09:48:06Z"
"790","NeuralEnsemble/python-neo","Neo is a package for representing electrophysiology data in Python, together with support for reading a wide range of neurophysiology file formats","Python","2012-04-06T12:48:48Z"
"791","G-Node/Datajongleur","","Python","2011-08-24T10:54:20Z"
"792","ijalabv/FourRussiansRNAFolding","implementation of Four-Russians algorithms for RNA folding",NA,"2013-12-02T05:35:31Z"
"793","armintoepfer/5-virus-mix","Benchmarking data sets for haplotype reconstruction methods, sequenced with Illumina MiSeq, 454/Roche GSJunior, and Pacific Biosciences",NA,"2014-06-04T12:41:58Z"
"794","NeuralEnsemble/PyNN","A Python package for simulator-independent specification of neuronal network models.","Python","2013-05-17T07:50:05Z"
"795","mdjurfeldt/pns2csa","Djurfeldt M, Davison AP, Eppler JM (2014) ""Efficient generation of connectivity in neuronal networks from simulator-independent descriptions""","TeX","2014-02-03T14:46:49Z"
"796","msbrogli/sdm","Implementation of Sparse Distributed Memory created by Pentti Kanerva in 1988.","Python","2013-02-19T01:42:01Z"
"797","aubombarely/GenoToolBox","A box of genomics tools","Perl","2012-01-30T22:58:53Z"
"798","aubombarely/GenoToolBox","A box of genomics tools","Perl","2012-01-30T22:58:53Z"
"799","cb01/proxmine","","R","2013-11-14T01:36:06Z"
"800","cb01/proxmine","","R","2013-11-14T01:36:06Z"
"801","biolab/red","Inference of Epistatic Gene Networks","Python","2013-12-31T19:19:35Z"
"802","baoe/AlignGraph","Algorithm for secondary de novo genome assembly guided by closely related references","C++","2014-01-10T19:37:42Z"
"803","nachocab/vaccinia_filone_2013","","R","2013-05-13T22:08:32Z"
"804","nachocab/vaccinia_filone_2013","","R","2013-05-13T22:08:32Z"
"805","nitishsrivastava/deepnet","Implementation of some deep learning algorithms.","Python","2012-12-02T18:28:52Z"
"806","CFSAN-Biostatistics/snp-pipeline","SNP Pipeline is a pipeline for the production of SNP matrices from sequence data used in the phylogenetic analysis of pathogenic organisms sequenced from samples of interest to food safety.","Shell","2014-07-03T14:46:19Z"
"807","genome/gms-core","core modules used by the GMS","Perl","2012-08-03T19:21:32Z"
"808","ekg/mutatrix","genome simulation across a population with zeta-distributed allele frequency, snps, insertions, deletions, and multi-nucleotide polymorphisms","C++","2011-01-21T21:10:56Z"
"809","qingzhanggithub/medline-collaboration-datasets","Training and test sets for collaboration prediction from MEDLINEarticle",NA,"2013-12-13T14:34:20Z"
"810","srnas/barnaba","","Python","2014-07-24T09:41:59Z"
"811","gregcaporaso/cloaked-octo-ninja","Comparative analysis of high-level OTU picking protocols","Shell","2014-04-16T15:18:58Z"
"812","SheffieldML/GPmat","Matlab implementations of Gaussian processes and other machine learning tools.","Matlab","2013-02-26T13:38:16Z"
"813","genome/sciclone","An R package for inferring the subclonal architecture of tumors","R","2013-02-14T18:50:00Z"
"814","chrisamiller/copyCat","a parallel R package for detecting copy-number alterations from short sequencing reads","R","2012-10-23T19:10:48Z"
"815","karmel/vespucci","Vespucci: A system for building annotated databases of nascent transcripts","Python","2012-12-07T21:34:17Z"
"816","morrislab/phylosub","","Python","2014-02-04T00:10:01Z"
"817","khturner/Tn-seq",NA,"Shell","2013-12-05T18:01:35Z"
"818","indraniel/fqgrep","An approximate sequence pattern matcher for FASTQ/FASTA files.","C","2011-03-15T17:12:15Z"
"819","rhodricusack/automaticanalysis","Automatic analysis","Matlab","2012-03-24T22:51:02Z"
"820","rhodricusack/automaticanalysis","Automatic analysis","Matlab","2012-03-24T22:51:02Z"
"821","CompEvol/sampled-ancestors"," Enables MCMC with sampled ancestor trees","Java","2014-06-18T00:15:03Z"
"822","ImperialCollegeLondon/EpiCollectplus","The next generation of EpiCollect, multiple forms, more fields and more control. We recommend using Apache 2.2 or later, PHP 5.3 or later and MySQL 5.5 or later.","PHP","2011-12-01T14:27:55Z"
"823","ImperialCollegeLondon/EcPlusAndroid",NA,"Java","2012-12-14T12:20:29Z"
"824","yiq/SubcloneSeeker","Computational Framework to reconstructing tumor clone structures","C++","2014-05-04T20:15:09Z"
"825","rhentofs/summit","Strand-based Mixture Modeling of protein-DNA Interactions","C++","2013-09-25T11:04:37Z"
"826","rhentofs/sictin","Rapid footprinting of massively parallel sequencing data","C++","2013-09-25T09:49:38Z"
"827","slindgreen/SNPest","Code for SNPest - A probabilistic graphical model for estimating genotypes","C++","2013-12-16T23:55:16Z"
"828","jakob-skou-pedersen/phy","C++ library offering data structures and algorithms for workings with DFGs, SCFGs, and phylogenetic models. Also offering several applications, such as EvoFold, dfgEval, and dfgTrain.","C++","2014-07-10T22:48:32Z"
"829","taoliu/MACS","MACS -- Model-based Analysis of ChIP-Seq","Python","2011-03-02T19:40:25Z"
"830","CGATOxford/cgat","CGAT - Computational Genomics Analysis Tools","Python","2013-08-29T15:28:50Z"
"831","takaho/snpexp","Allele frequency counter with BAM file and VCF file","C++","2014-05-27T05:19:11Z"
"832","solgenomics/sgn-home","per-developer versioned home directories for miscellaneous work","Perl","2010-05-26T19:57:01Z"
"833","Rtasseff/robustFourierSeries","Python 2.7 module for robust estimation of a Fourier Series, and methods for estimating periodic signals in data.","Python","2013-04-29T19:32:42Z"
"834","Rtasseff/gpdPerm","improved permutation p-value estimates, python port from originally published matlab code","Python","2012-05-23T21:36:40Z"
"835","Rtasseff/oscillator","Various python2.7 modules for estimating oscillator properties from periodic time course data",NA,"2013-04-29T20:32:47Z"
"836","rOpenHealth/ClinicalCodes","An online clinical codes repository to improve validity and reproducability of medical database research","TeX","2013-11-01T10:33:27Z"
"837","rOpenHealth/rpubmed","Tools for extracting and processing Pubmed and Pubmed Central records.","R","2013-01-27T17:46:10Z"
"838","hughshanahan/RAzureEssentials","A variety of codes ","R","2013-04-04T07:10:50Z"
"839","andrewjpage/snp_sites","","C","2012-01-24T09:34:44Z"
"840","sej917/BEAR","A Better Sequencing Simulator for Metagenomics","Perl","2014-02-07T16:48:22Z"
"841","JBEI/prpr","","Python","2012-08-13T17:01:18Z"
"842","agoldst/dfr-analysis","Scripts to help work on data from JSTOR's Data for Research service","R","2012-11-12T20:40:40Z"
"843","mgledi/BioDRUMS","This project builds up on DRUMS. It extends it by some parsers and storables. ","Java","2013-11-25T20:45:18Z"
"844","macmanes/trimming_paper","files for Trimming paper","TeX","2013-06-27T19:57:30Z"
"845","binma/monomol","The expected maximum number of OTUs can be predicted with estimating the asymptote values in monomolecular model.",NA,"2012-12-31T02:42:47Z"
"846","Comp-Bio-Group/Parallel-META","Metagenomic analysis pipeline",NA,"2014-01-06T02:21:38Z"
"847","jeffeaton/currpreg-hiv-trends","Analysis of HIV prevalence trends among currently pregnant women and all adult women in sub-Saharan Africa using serially nationally representative household surveys","R","2014-05-31T19:33:37Z"
"848","maehler/Synergy","","PHP","2014-04-14T20:46:18Z"
"849","maehler/Synergy","","PHP","2014-04-14T20:46:18Z"
"850","jni/ray","Automatic segmentation of electron microscopy volumes","Python","2011-08-07T00:47:28Z"
"851","ADAC-UoN/subset.fastq","perl script to subset a fastq file. ","Perl","2014-05-21T12:20:22Z"
"852","srjun/PanFP","Pangenome-based functional profiles for microbial communities","Perl","2014-07-02T16:11:46Z"
"853","ss3sim/ss3sim","An R package for stock-assessment simulation with Stock Synthesis","PostScript","2013-04-04T20:59:13Z"
"854","aramette/otu2ot","R package to determine oligotypes for DNA sequences","R","2014-10-07T07:39:24Z"
"855","amueller/word_cloud","A little word cloud generator in Python","Python","2012-11-04T22:57:59Z"
"856","cauyrd/EgoNet","Subnetwork selection from large-scale biological network based on gene expression data","Python","2013-04-24T00:58:49Z"
"857","PMBio/warpedLMM","","Python","2014-07-21T16:42:04Z"
"858","vjethava/svm-theta","","Matlab","2012-04-12T22:10:18Z"
"859","tpoisot/ProtectiveMutualismModel","Ecological dynamics of protective mutualists and enemies in a spatial, heterogeneous landscape","C++","2013-09-24T18:42:53Z"
"860","pierrepo/PBxplore","A program to explore protein structures with Protein Blocks","Python","2013-06-14T16:00:28Z"
"861","nariai/tigar2","",NA,"2014-02-05T02:53:39Z"
"862","ofedrigo/pyEnrichment",NA,"Python","2013-10-20T14:13:54Z"
"863","LabAdvComp/UDR","A UDT wrapper for rsync that improves throughput of large data transfers over long distances.","C++","2012-10-16T19:45:10Z"
"864","bianjiang/rcna","Network analysis of research collaborations based on UAMS's ORSP's grant database ","Python","2013-03-05T17:28:02Z"
"865","gigascience/paper-zhang2014","Scripts from Zhang et al 2014: Genomic data of avian phylogenomics project.","Perl","2014-08-29T02:56:24Z"
"866","saemi/plast2phy","Pipeline written in python, that extracts protein coding genes from whole plastome assemblies/annotation and uses them in phylogenetic reconstruction","C","2014-02-21T21:05:55Z"
"867","PulsePal/PulsePal","Code and CAD for Pulse Pal","Processing","2014-01-28T20:30:53Z"
"868","mdietze/PestED","exploratory code to add pest/pathogen scheme to ED-like ecophysiology","R","2013-11-20T15:54:38Z"
"869","lykkep/ASOmodel","","R","2013-05-07T09:30:09Z"
"870","jacobhurst/definetherain","Clustering for digital droplet data. A javascript program that allows user to cluster digital droplet PCR data to define cut offs and improve calling","JavaScript","2013-07-29T16:26:22Z"
"871","chembl/chembl_literature_classifier","",NA,"2014-03-12T13:52:20Z"
"872","DavidBrainard/ReceptorLearning","Code used in Benson, Manning, Brainard paper on learning cone mosaic layout","Clojure","2013-10-31T15:43:20Z"
"873","DittmarLab/HGTector","Genome-wide prediction of horizontal gene transfer events based on Blast hit distribution statistics","Perl","2013-05-10T14:08:25Z"
"874","inincs/pyNCS","pyNCS is a python library that allows easy access to Neuromorphic Chips and Systems (NCS), ","Python","2012-06-21T10:04:47Z"
"875","inincs/stefanini_etal_pyncs","A repository for the code used in the paper:""PyNCS: a kernel for high-level definition and configuration of neuromorphic electronic systems""","Python","2014-04-03T13:58:16Z"
"876","hitbio/PERGA","Paired End Reads Guided Assembler.","C","2013-07-26T02:46:30Z"
"877","nipy/dipy","Diffusion MR Imaging in Python","Python","2010-02-06T11:43:08Z"
"878","gratelpy/gratelpy-supplementary-information","Critical fragments GraTeLPy discovers for the chemical reaction networks discussed in the supplementary information.","DOT","2013-06-28T15:13:57Z"
"879","gratelpy/gratelpy","Graph-Theoretic Linear Stability Analysis","Python","2013-04-25T16:20:08Z"
"880","joaks1/dpp-msbayes","A modification of the comparative phylogeographic method, msBayes","C","2013-08-14T16:28:49Z"
"881","joaks1/PyMsBayes","PyMsBayes is a multi-processing Python API for approximate Bayesian computation","Python","2013-08-10T05:31:39Z"
"882","joaks1/msbayes-experiments","Analyses to assess the behavior of the comparative phylogeographic method, msBayes","TeX","2013-08-19T23:33:01Z"
"883","ahhurlbert/species-energy-simulation","Code for conducting eco-evolutionary simulations of diversification and dispersal","R","2012-11-01T15:44:44Z"
"884","schimar/gbs","Paul Wolf Lab, Utah State University","Python","2012-11-14T18:33:15Z"
"885","RILAB/siftmappR","relate amino acid polymorphism to SNP positions and to results from SIFT/MAPP","R","2013-10-05T20:15:48Z"
"886","stewid/EpiContactTrace","A tool for facilitating livestock contact tracing.","R","2012-06-04T18:39:40Z"
"887","hualichenxi/BioTCM-SE"," A Semantic Search Engine for the Information Retrieval of Modern Biology and Traditional Chinese Medicine",NA,"2013-08-21T05:58:01Z"
"888","trnoriega/Matlab-Single-Molecule","Scripts to analyze single molecule fluorescence experiments","Matlab","2014-07-02T22:03:09Z"
"889","shiner80/TM_export-ClustTrack","","Matlab","2014-07-30T11:06:26Z"
"890","PrestonLeung/SMuPFi-Repository","Shared Mutation Pattern Finder & Tools","Python","2014-03-25T00:55:59Z"
"891","akastrin/kastrin2014large","","R","2014-05-19T06:56:05Z"
"892","camwebb/tree-of-trees","Megatree construction from component trees, associated with phylomatic",NA,"2012-05-24T06:33:50Z"
"893","PacificBiosciences/R-kinetics","A project housing some code and documentation for performing kinetics analyses using R.","R","2011-10-20T19:45:33Z"
"894","mjwestgate/sppairs","Species Pairwise Association Analysis (SPAA)","R","2014-07-22T10:38:15Z"
"895","contact-contagion/mrsa-c","This is a Repast for High Performance Computing C++ model of MRSA.","C++","2013-06-25T18:02:33Z"
"896","waveswinger34/pactremind","Using pygsm to send text reminders","Python","2011-06-10T11:56:14Z"
"897","LANL-Bioinformatics/MeGAMerge","MeGAMerge (A tool to merge assembled contigs, long reads from metagenomic sequencing runs)","Perl","2013-11-13T22:14:21Z"
"898","cjlee112/phenoseq","Phenotype sequencing modeling and nextgen sequencing data analysis","Python","2010-11-20T00:13:18Z"
"899","glires/genomics","Genomics","Shell","2013-05-02T00:44:18Z"
"900","jagoehring/TeloTool","",NA,"2013-12-03T09:32:01Z"
"901","richarddurbin/pbwt","Implementation of Positional Burrows-Wheeler Transform for genetic data","C","2013-05-05T11:38:27Z"
"902","abucksch/FiberWalk","The implementation of the Fiber walk, which is a self avoiding random walk model including lateral expansion","Python","2013-04-12T00:09:26Z"
"903","flauro/3tck_comparative","Scripts used in the 3TCK comparative genomics manuscript","Perl","2014-04-01T05:26:45Z"
"904","CollasLab/edd","Enriched Domain Detector for ChIP-seq data","Python","2013-08-05T13:46:10Z"
"905","aaronlifenghan/aaron-project-lepor","LEPOR: A Robust Evaluation Metric for Machine Translation with Augmented Factors","Perl","2013-07-29T03:14:37Z"
"906","SeeLittle/LNCGH","","R","2011-12-13T16:01:38Z"
"907","nh13/DWGSIM","Whole Genome Simulator for Next-Generation Sequencing","C","2011-10-19T00:19:14Z"
"908","koldogarcia/metagenomics","","PHP","2013-12-10T13:07:17Z"
"909","neurodynamics/neuronTracking","","C++","2014-05-29T23:29:59Z"
"910","widmann/sphspline","Routines for channel interpolation, SCD transformation, and 2D ERP, SCD and component plotting using spherical spline interpolation (Perrin et al., 1989, 1990). Report bugs, unexpected behavior and feature requests to widmann at uni-leipzig dot de.","Objective-C","2011-03-07T11:42:07Z"
"911","opencobra/cobratoolbox","COnstraints Based Reconstruction and Analysis toolbox for MATLAB","Matlab","2012-11-02T20:38:05Z"
"912","DobzhanskyCenter/GWATCH","Genome-wide association study tool.","PHP","2014-06-27T12:33:47Z"
"913","marksbrown/ProcessingCTRData","Functions used to load, process and analyse data from experiments conducted at CERN, August 2013","Python","2013-12-05T15:44:22Z"
"914","stevendflygare/muscleQNT","image processing for muscle cross-sections","Python","2013-03-21T18:46:01Z"
"915","Gammerdinger/sex-SNP-finder","","Perl","2014-10-07T19:12:43Z"
"916","jts/sga","de novo sequence assembler using string graphs","C++","2010-10-09T12:12:41Z"
"917","stnava/ANTs","Advanced Normalization Tools (ANTs)  ","C++","2013-01-23T15:43:41Z"
"918","PhKoch/RepARK","Repetitive motif detection by Assembly of Repetitive K-mers","Perl","2014-01-06T13:13:24Z"
"919","dgrapov/devium","Dynamic Multivariate Data Analysis and Visualization Platform","R","2013-01-02T06:17:12Z"
"920","tjbrunette/endonuclease","Database of endonucleases and set of scripts to identify the cut-sites for those endonucleases","Perl","2013-05-30T21:50:52Z"
"921","cbahlai/Safarzoda_2014","Analysis and data for Safarzoda 2014","R","2014-07-30T14:38:59Z"
"922","ekg/freebayes","Bayesian haplotype-based polymorphism discovery and genotyping.","C++","2010-10-13T21:34:33Z"
"923","masayano/CLAST","CUDA implemented large-scale alignment search tool","Cuda","2014-06-05T03:56:46Z"
"924","Johy/CompPhy","Source code of the CompPhy project.","PHP","2014-10-23T07:56:00Z"
"925","Pymol-Scripts/Pymol-script-repo","Collected scripts for Pymol","Python","2009-04-30T21:45:07Z"
"926","pcarbo/varbvs","MATLAB and R implementations of the variational inference procedure for Bayesian variable selection. The algorithm is described in Peter Carbonetto and Matthew Stephens (2012). ""Scalable variational inference for Bayesian variable selection in regression, and its accuracy in genetic association studies."" Bayesian Analysis 7, pages 73-108.","Matlab","2012-03-05T18:18:55Z"
"927","florisvanvugt/PythonMLP","A python implementation of the Maximum Likelihood Procedure to establish psychophysical thresholds.","Python","2012-10-13T12:04:48Z"
"928","florisvanvugt/immmotion","Tapping analysis in the clinic","Python","2013-09-18T13:41:17Z"
"929","mozack/ubu","UNC-Chapel Hill Bioinformatics Utilities","Java","2012-02-20T03:01:16Z"
"930","swebb1/ktc_paper_2013","Scripts used to generate data for Keerthis 2013 paper","R","2013-12-24T11:38:37Z"
"931","jts/sga","de novo sequence assembler using string graphs","C++","2010-10-09T12:12:41Z"
"932","TomConlin/trouble_w_triples","Docker image for reproducible BiSciCol paper ","Rebol","2014-07-02T19:58:59Z"
"933","cbuhay/ExCID","The Exome Coverage and Identification Report displays the coverage of every target region in your capture design.  It also displays regions below an adjustable coverage threshold.","Perl","2013-08-22T15:37:54Z"
"934","ilogue/pyrsa","Python library for Representational Similarity Analysis","Python","2014-03-26T00:12:48Z"
"935","andgan/metabolomics_pipeline","Pipeline to process UPLC-MS/MS data with XCMS",NA,"2014-02-16T14:38:16Z"
"936","bowmanjeffs/cold_ah","custom scripts accompanying Bowman and Deming, 2014, BMC Genomics","Python","2014-07-24T22:07:39Z"
"937","stschiff/msmc","Implementation of the multiple sequential markovian coalescent","D","2013-05-17T22:42:53Z"
"938","OHDSI/KnowledgeBase","Source code used to develop the OHDSI knowledge base of sources with information relevant for assessing assocations between drugs and health outcomes of interest.","XML","2014-05-08T15:42:31Z"
"939","mateusjoffily/EDA","Toolbox for Electrodermal Activity (EDA) preprocessing and analysis","Matlab","2010-11-09T17:17:57Z"
"940","davetang/ccl2","CCL2 enhances pluripotency of human induced pluripotent stem cells by activating hypoxia related genes","R","2013-12-01T08:16:32Z"
"941","cdk/cdk","The Chemistry Development Kit","Java","2010-05-11T08:30:07Z"
"942","andresfod/Atrial_Electrograms_ApEn","Eletrograms database used for the research work reported in PlosOne: Dynamic approximate entropy electroanatomic maps detect rotors in a simulated atrial fibrillation model",NA,"2014-09-15T02:00:17Z"
"943","BEAST2-Dev/phylodynamics","Bayesian phylodynamic methods in BEAST2","Java","2014-08-07T08:59:30Z"
"944","Gilles86/in_limbo","A Python module to analyze fMRI data using the 'in limbo'-approach and sandwich estimators","Python","2013-11-11T17:38:22Z"
"945","sanger-pathogens/annotations_update","","Perl","2012-09-04T11:41:52Z"
"946","berndf/avg_q","avg_q M/EEG multichannel analysis software","C","2010-10-01T19:05:17Z"
"947","jooolia/RdRp_454_amplicons_Jericho_and_SOG","Repository to hold the code used to analyse the pyrosequencing data and to generate figures for the manuscript","R","2014-10-31T16:52:18Z"
"948","bradleyayers/django-tables2","django-tables2 - An app for creating HTML tables","Python","2010-12-07T05:26:16Z"
"949","ibest/GRC_Scripts","Executable R and Python scripts for the Genomics Resources Core","R","2013-08-08T19:00:12Z"
"950","mlangill/get_mgrast_data","Scripts that allow easy retrieval of information from the MG-RAST API","Perl","2013-06-28T13:56:38Z"
"951","integrativemodeling/hybrid_ms_method","Method for integrating MS data from the Robinson lab.","FORTRAN","2014-01-10T19:26:24Z"
"952","Scriven/TraP","Transcribed Proteome Annotation","Perl","2011-11-28T11:34:52Z"
"953","hollybik/protocols","Lab protocols for envionmental sequencing studies","TeX","2014-04-06T02:27:53Z"
"954","gjospin/scripts","Miscellaneous scripts","Perl","2014-01-14T18:30:47Z"
"955","llebon/image-analysis","Image analysis code used for availability assay experiments","Matlab","2014-08-18T16:05:39Z"
"956","llebon/movie-analysis","Movie analysis","Matlab","2014-08-21T14:49:28Z"
"957","fcchou/HelixMC","Python-based Monte Carlo simulator for DNA/RNA duplexes.","C","2013-03-18T21:47:03Z"
"958","JaneliaSciComp/msg","Multiplexed Shotgun Genotyping","Python","2011-09-02T20:23:15Z"
"959","ekg/fastahack","utilities for indexing and sequence extraction from FASTA files","C++","2010-04-14T22:42:59Z"
"960","jcvthibault/biosim-repository","Models for biomolecular simulations DB and APIs","Java","2013-08-16T22:26:28Z"
"961","hrouault/Imogene","Genome analysis for the inference of gene cis-regulatory modules. ","TeX","2011-12-27T14:18:51Z"
"962","OpenSourceBrain/GranCellSolinasEtAl10","GitHub repository for an OSB project containing a cerebellar granule cell based on Solinas et al 2010","XSLT","2012-07-09T10:19:14Z"
"963","croessert/AnalyseGranCellRoessertEtAl14","This contains the models, functions and resulting data as used in:  Rössert C, Solinas S, D'Angelo E, Dean P and Porrill J (2014) Model cerebellar granule cells can faithfully transmit modulated firing rate signals. Front. Cell. Neurosci. 8:304. doi: 10.3389/fncel.2014.00304","Python","2014-08-19T15:43:38Z"
"964","rlichtenwalter/vcp","Vertex Collocation Profiles Code Base","C++","2013-05-05T01:21:29Z"
"965","ekg/glia","a string to graph aligner","C++","2013-02-28T03:14:52Z"
"966","munificent/github-language-ranking","Scrapes the github explore language pages to get an ordered list of languages by rank","Python","2013-08-01T23:37:15Z"
"967","psinger/PathTools","A collection of tools and algorithms suitable to work with paths (e.g., navigational)","Python","2013-01-08T10:49:42Z"
"968","alexbarrera/fungidomDB","Database for fungal protein domain information ","Python","2013-05-24T10:40:18Z"
"969","indraniel/sff2fastq","extract 454 Genome Sequencer reads from a SFF file and convert them into a FASTQ formatted output","C","2010-03-23T23:13:47Z"
"970","kkeenan02/Fung-Keenan2013","This repository contains the Mathematica and R code from Fung and Keenan 2013","Matlab","2013-10-29T17:37:03Z"
"971","HuifangWang/MULAN","A systematic framework for functional connectivity measures","Matlab","2015-01-29T15:31:47Z"
